OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderLineItem,OrderQuantity
16-12-2021,14-11-2021,SO60149,485,20087,6,1,2
16-12-2021,05-09-2021,SO60149,472,20087,6,2,1
16-12-2021,02-10-2021,SO60136,466,25957,4,4,2
16-12-2021,26-09-2021,SO60136,528,25957,4,2,2
16-12-2021,25-08-2021,SO60136,535,25957,4,1,2
16-12-2021,11-11-2021,SO60136,214,25957,4,3,1
16-12-2021,08-09-2021,SO60166,385,25051,9,1,1
16-12-2021,14-10-2021,SO60166,490,25051,9,2,1
16-12-2021,01-10-2021,SO60177,539,17358,4,2,2
16-12-2021,12-09-2021,SO60177,480,17358,4,3,1
16-12-2021,29-10-2021,SO60177,581,17358,4,1,1
16-12-2021,25-08-2021,SO60168,564,11061,9,1,1
16-12-2021,10-09-2021,SO60124,485,12230,8,2,2
16-12-2021,11-11-2021,SO60124,215,12230,8,3,1
16-12-2021,30-08-2021,SO60124,358,12230,8,1,1
16-12-2021,12-10-2021,SO60150,529,19914,7,2,2
16-12-2021,17-10-2021,SO60150,539,19914,7,1,2
16-12-2021,30-08-2021,SO60150,480,19914,7,3,1
16-12-2021,24-09-2021,SO60158,485,14890,4,1,2
16-12-2021,20-09-2021,SO60170,214,22233,6,2,1
16-12-2021,22-11-2021,SO60170,573,22233,6,1,1
17-12-2021,12-11-2021,SO60182,485,22179,9,1,2
17-12-2021,27-10-2021,SO60216,477,11434,10,1,2
17-12-2021,11-09-2021,SO60216,479,11434,10,2,2
17-12-2021,29-08-2021,SO60216,214,11434,10,3,1
17-12-2021,29-08-2021,SO60234,360,13461,4,1,1
17-12-2021,18-10-2021,SO60236,462,19196,8,3,1
17-12-2021,25-08-2021,SO60236,490,19196,8,2,1
17-12-2021,20-08-2021,SO60236,577,19196,8,1,1
17-12-2021,30-09-2021,SO60239,477,19957,9,3,2
17-12-2021,29-10-2021,SO60239,371,19957,9,1,1
17-12-2021,20-10-2021,SO60239,479,19957,9,2,1
17-12-2021,25-08-2021,SO60247,387,24019,10,1,1
17-12-2021,24-09-2021,SO60219,484,22704,7,3,2
17-12-2021,09-11-2021,SO60219,530,22704,7,1,2
17-12-2021,21-09-2021,SO60219,541,22704,7,2,2
17-12-2021,25-11-2021,SO60202,480,24970,1,3,2
17-12-2021,09-10-2021,SO60202,529,24970,1,2,2
17-12-2021,11-10-2021,SO60202,540,24970,1,1,1
17-12-2021,05-10-2021,SO60225,528,13760,6,2,2
17-12-2021,17-09-2021,SO60225,215,13760,6,3,1
17-12-2021,03-09-2021,SO60225,537,13760,6,1,1
17-12-2021,04-10-2021,SO60213,528,16371,4,1,2
17-12-2021,17-10-2021,SO60213,226,16371,4,2,1
17-12-2021,21-09-2021,SO60180,215,12672,9,2,1
17-12-2021,28-09-2021,SO60180,535,12672,9,1,1
17-12-2021,07-09-2021,SO60206,478,21458,4,1,2
17-12-2021,30-11-2021,SO60206,220,21458,4,3,1
17-12-2021,17-09-2021,SO60206,477,21458,4,2,1
17-12-2021,02-10-2021,SO60240,477,11072,9,3,2
17-12-2021,20-10-2021,SO60240,479,11072,9,2,2
17-12-2021,25-11-2021,SO60240,561,11072,9,1,1
17-12-2021,28-09-2021,SO60188,214,17739,7,2,1
17-12-2021,07-10-2021,SO60188,581,17739,7,1,1
17-12-2021,27-09-2021,SO60183,537,18901,9,1,1
17-12-2021,21-11-2021,SO60218,480,23979,8,2,2
17-12-2021,11-10-2021,SO60218,529,23979,8,1,2
17-12-2021,17-10-2021,SO60210,477,19633,4,1,2
17-12-2021,13-10-2021,SO60210,487,19633,4,2,1
17-12-2021,22-10-2021,SO60246,489,16996,6,2,1
17-12-2021,31-10-2021,SO60246,581,16996,6,1,1
17-12-2021,01-10-2021,SO60207,223,20315,1,3,2
17-12-2021,02-10-2021,SO60207,476,20315,1,1,1
17-12-2021,03-10-2021,SO60207,491,20315,1,2,1
17-12-2021,21-09-2021,SO60223,480,25514,7,2,3
17-12-2021,21-11-2021,SO60223,530,25514,7,1,2
17-12-2021,27-09-2021,SO60241,488,11104,9,2,1
17-12-2021,25-08-2021,SO60241,574,11104,9,1,1
17-12-2021,25-11-2021,SO60212,477,16774,1,1,2
17-12-2021,02-10-2021,SO60212,232,16774,1,2,1
17-12-2021,28-10-2021,SO60193,528,17085,10,2,3
17-12-2021,23-11-2021,SO60193,536,17085,10,3,2
17-12-2021,04-10-2021,SO60193,589,17085,10,1,1
17-12-2021,15-11-2021,SO60229,223,19689,1,5,2
17-12-2021,12-10-2021,SO60229,485,19689,1,2,2
17-12-2021,26-10-2021,SO60229,215,19689,1,3,1
17-12-2021,30-09-2021,SO60229,235,19689,1,4,1
17-12-2021,22-09-2021,SO60229,593,19689,1,1,1
17-12-2021,03-10-2021,SO60222,462,14526,8,2,2
17-12-2021,03-11-2021,SO60222,530,14526,8,1,2
17-12-2021,22-11-2021,SO60231,220,13976,1,2,1
17-12-2021,18-09-2021,SO60231,360,13976,1,1,1
17-12-2021,04-10-2021,SO60203,528,23045,1,2,2
17-12-2021,08-10-2021,SO60203,536,23045,1,1,2
17-12-2021,27-10-2021,SO60224,466,11622,1,4,2
17-12-2021,12-11-2021,SO60224,485,11622,1,2,2
17-12-2021,09-10-2021,SO60224,229,11622,1,3,1
17-12-2021,31-10-2021,SO60224,537,11622,1,1,1
17-12-2021,22-08-2021,SO60228,529,17154,4,2,2
17-12-2021,03-09-2021,SO60228,539,17154,4,3,2
17-12-2021,26-08-2021,SO60228,220,17154,4,4,1
17-12-2021,03-11-2021,SO60228,583,17154,4,1,1
17-12-2021,16-11-2021,SO60221,530,27329,7,1,2
17-12-2021,01-10-2021,SO60221,220,27329,7,2,1
17-12-2021,06-10-2021,SO60244,387,20371,4,1,1
17-12-2021,02-11-2021,SO60244,490,20371,4,2,1
17-12-2021,30-08-2021,SO60201,480,11287,6,2,1
17-12-2021,30-11-2021,SO60201,538,11287,6,1,1
17-12-2021,16-10-2021,SO60233,477,11854,4,6,2
17-12-2021,09-09-2021,SO60233,478,11854,4,5,2
17-12-2021,17-10-2021,SO60233,485,11854,4,4,2
17-12-2021,26-08-2021,SO60233,528,11854,4,3,2
17-12-2021,23-08-2021,SO60233,215,11854,4,7,1
17-12-2021,09-09-2021,SO60233,358,11854,4,1,1
17-12-2021,31-08-2021,SO60233,537,11854,4,2,1
17-12-2021,19-11-2021,SO60238,220,19971,9,2,1
17-12-2021,29-11-2021,SO60238,371,19971,9,1,1
17-12-2021,12-09-2021,SO60196,223,11721,4,2,3
17-12-2021,08-09-2021,SO60196,491,11721,4,1,1
17-12-2021,26-11-2021,SO60191,594,21848,10,1,1
17-12-2021,17-09-2021,SO60242,561,11106,9,1,1
17-12-2021,11-11-2021,SO60215,480,16460,10,2,2
17-12-2021,28-11-2021,SO60215,528,16460,10,1,2
17-12-2021,28-09-2021,SO60209,235,19834,1,2,1
17-12-2021,04-09-2021,SO60209,474,19834,1,1,1
17-12-2021,28-11-2021,SO60199,480,29034,1,3,2
17-12-2021,20-09-2021,SO60199,486,29034,1,4,1
17-12-2021,30-10-2021,SO60199,529,29034,1,1,1
17-12-2021,24-09-2021,SO60199,539,29034,1,2,1
17-12-2021,29-10-2021,SO60226,528,11143,4,2,3
17-12-2021,24-11-2021,SO60226,480,11143,4,3,2
17-12-2021,03-10-2021,SO60226,537,11143,4,1,1
17-12-2021,14-10-2021,SO60227,223,12541,7,1,1
17-12-2021,15-10-2021,SO60181,478,23330,9,2,2
17-12-2021,18-09-2021,SO60181,485,23330,9,1,1
17-12-2021,24-09-2021,SO60185,530,24243,9,1,2
17-12-2021,28-10-2021,SO60185,220,24243,9,2,1
17-12-2021,29-09-2021,SO60185,482,24243,9,3,1
17-12-2021,26-10-2021,SO60237,477,20221,9,3,2
17-12-2021,17-09-2021,SO60237,479,20221,9,2,2
17-12-2021,01-12-2021,SO60237,373,20221,9,1,1
17-12-2021,11-11-2021,SO60217,491,25740,7,1,1
17-12-2021,24-09-2021,SO60214,477,16736,1,1,2
17-12-2021,24-10-2021,SO60214,487,16736,1,2,1
17-12-2021,24-08-2021,SO60232,223,15175,6,5,2
17-12-2021,11-09-2021,SO60232,480,15175,6,4,2
17-12-2021,27-08-2021,SO60232,528,15175,6,2,2
17-12-2021,27-11-2021,SO60232,362,15175,6,1,1
17-12-2021,04-10-2021,SO60232,483,15175,6,6,1
17-12-2021,25-09-2021,SO60232,537,15175,6,3,1
17-12-2021,30-09-2021,SO60248,214,26932,10,2,1
17-12-2021,10-11-2021,SO60248,584,26932,10,1,1
17-12-2021,03-11-2021,SO60208,474,20018,1,1,1
17-12-2021,26-09-2021,SO60204,484,25160,1,4,2
17-12-2021,15-11-2021,SO60204,529,25160,1,1,2
17-12-2021,23-09-2021,SO60204,480,25160,1,3,1
17-12-2021,05-09-2021,SO60204,540,25160,1,2,1
17-12-2021,25-09-2021,SO60220,480,25680,8,3,2
17-12-2021,25-09-2021,SO60220,529,25680,8,2,2
17-12-2021,24-09-2021,SO60220,538,25680,8,1,2
17-12-2021,19-11-2021,SO60186,480,18306,9,1,2
17-12-2021,05-09-2021,SO60190,477,21012,10,3,2
17-12-2021,14-09-2021,SO60190,479,21012,10,2,2
17-12-2021,03-10-2021,SO60190,582,21012,10,1,1
17-12-2021,30-11-2021,SO60230,475,14364,4,2,1
17-12-2021,19-09-2021,SO60230,489,14364,4,3,1
17-12-2021,01-12-2021,SO60230,589,14364,4,1,1
17-12-2021,11-10-2021,SO60243,477,25622,1,3,2
17-12-2021,19-08-2021,SO60243,479,25622,1,2,2
17-12-2021,23-09-2021,SO60243,563,25622,1,1,1
17-12-2021,09-09-2021,SO60198,480,11176,6,1,3
17-12-2021,11-11-2021,SO60245,580,17477,1,1,1
17-12-2021,15-10-2021,SO60197,480,11320,4,1,2
17-12-2021,08-09-2021,SO60235,480,20861,8,4,2
17-12-2021,17-11-2021,SO60235,530,20861,8,3,1
17-12-2021,20-09-2021,SO60235,541,20861,8,2,1
17-12-2021,07-11-2021,SO60235,572,20861,8,1,1
17-12-2021,12-10-2021,SO60205,480,19729,6,2,2
17-12-2021,09-09-2021,SO60205,536,19729,6,1,2
17-12-2021,31-10-2021,SO60179,223,12954,1,1,2
17-12-2021,10-09-2021,SO60184,538,26030,9,1,2
17-12-2021,22-10-2021,SO60200,462,11330,6,3,2
17-12-2021,25-09-2021,SO60200,530,11330,6,2,2
17-12-2021,25-11-2021,SO60200,541,11330,6,1,2
17-12-2021,07-10-2021,SO60211,481,18678,4,2,3
17-12-2021,20-09-2021,SO60211,474,18678,4,1,1
17-12-2021,30-08-2021,SO60195,490,28343,1,1,1
17-12-2021,26-08-2021,SO60189,488,17754,7,2,1
17-12-2021,24-08-2021,SO60189,583,17754,7,1,1
17-12-2021,08-11-2021,SO60192,480,17794,10,3,2
17-12-2021,03-09-2021,SO60192,485,17794,10,2,2
17-12-2021,03-09-2021,SO60192,597,17794,10,1,1
17-12-2021,20-11-2021,SO60194,477,15094,7,2,2
17-12-2021,11-10-2021,SO60194,478,15094,7,3,2
17-12-2021,30-08-2021,SO60194,362,15094,7,1,1
17-12-2021,10-10-2021,SO60194,488,15094,7,4,1
18-12-2021,23-09-2021,SO60317,479,29054,9,2,3
18-12-2021,23-08-2021,SO60317,565,29054,9,1,1
18-12-2021,24-09-2021,SO60284,480,12436,1,3,2
18-12-2021,21-10-2021,SO60284,528,12436,1,2,2
18-12-2021,29-09-2021,SO60284,537,12436,1,1,1
18-12-2021,12-11-2021,SO60312,387,23923,10,1,1
18-12-2021,24-09-2021,SO60312,490,23923,10,2,1
18-12-2021,21-08-2021,SO60262,235,17626,10,2,1
18-12-2021,15-11-2021,SO60262,590,17626,10,1,1
18-12-2021,28-09-2021,SO60279,485,16189,10,1,2
18-12-2021,10-11-2021,SO60279,214,16189,10,2,1
18-12-2021,02-11-2021,SO60279,223,16189,10,3,1
18-12-2021,31-08-2021,SO60315,214,12632,7,2,1
18-12-2021,24-09-2021,SO60315,576,12632,7,1,1
18-12-2021,28-10-2021,SO60303,477,25405,1,3,2
18-12-2021,25-11-2021,SO60303,220,25405,1,4,1
18-12-2021,25-10-2021,SO60303,479,25405,1,2,1
18-12-2021,30-09-2021,SO60303,563,25405,1,1,1
18-12-2021,20-10-2021,SO60250,485,12608,10,2,2
18-12-2021,12-09-2021,SO60250,214,12608,10,3,1
18-12-2021,19-10-2021,SO60250,352,12608,10,1,1
18-12-2021,11-11-2021,SO60275,477,17538,4,1,2
18-12-2021,26-08-2021,SO60302,223,24446,4,3,2
18-12-2021,16-10-2021,SO60302,488,24446,4,2,1
18-12-2021,30-09-2021,SO60302,573,24446,4,1,1
18-12-2021,16-11-2021,SO60278,528,22332,6,1,2
18-12-2021,02-10-2021,SO60278,220,22332,6,2,1
18-12-2021,07-10-2021,SO60267,538,28055,1,1,3
18-12-2021,01-09-2021,SO60267,489,28055,1,2,1
18-12-2021,25-08-2021,SO60314,477,28523,10,2,2
18-12-2021,13-11-2021,SO60314,479,28523,10,3,2
18-12-2021,02-09-2021,SO60314,215,28523,10,4,1
18-12-2021,13-10-2021,SO60314,561,28523,10,1,1
18-12-2021,07-09-2021,SO60252,483,12199,1,1,1
18-12-2021,06-11-2021,SO60306,529,17498,4,3,3
18-12-2021,04-09-2021,SO60306,538,17498,4,2,2
18-12-2021,29-10-2021,SO60306,606,17498,4,1,1
18-12-2021,08-11-2021,SO60313,482,29469,10,2,2
18-12-2021,22-11-2021,SO60313,575,29469,10,1,1
18-12-2021,05-09-2021,SO60261,223,24860,10,5,3
18-12-2021,04-11-2021,SO60261,477,24860,10,3,2
18-12-2021,12-11-2021,SO60261,377,24860,10,1,1
18-12-2021,06-09-2021,SO60261,479,24860,10,2,1
18-12-2021,27-10-2021,SO60261,491,24860,10,4,1
18-12-2021,05-10-2021,SO60283,528,11958,1,2,2
18-12-2021,24-09-2021,SO60283,214,11958,1,3,1
18-12-2021,17-09-2021,SO60283,537,11958,1,1,1
18-12-2021,24-10-2021,SO60286,596,19658,4,1,1
18-12-2021,07-10-2021,SO60316,220,14216,9,2,1
18-12-2021,03-10-2021,SO60316,578,14216,9,1,1
18-12-2021,27-10-2021,SO60280,485,17802,8,3,2
18-12-2021,26-09-2021,SO60280,528,17802,8,1,2
18-12-2021,24-11-2021,SO60280,214,17802,8,4,1
18-12-2021,03-12-2021,SO60280,535,17802,8,2,1
18-12-2021,28-10-2021,SO60288,481,14417,1,3,2
18-12-2021,30-11-2021,SO60288,475,14417,1,2,1
18-12-2021,23-10-2021,SO60288,587,14417,1,1,1
18-12-2021,06-11-2021,SO60309,482,19400,6,3,3
18-12-2021,30-08-2021,SO60309,235,19400,6,2,1
18-12-2021,28-08-2021,SO60309,385,19400,6,1,1
18-12-2021,21-10-2021,SO60274,475,19825,4,1,1
18-12-2021,03-09-2021,SO60276,477,18093,1,1,2
18-12-2021,14-09-2021,SO60276,481,18093,1,2,2
18-12-2021,31-10-2021,SO60271,528,23367,1,2,2
18-12-2021,14-09-2021,SO60271,536,23367,1,1,2
18-12-2021,30-08-2021,SO60271,220,23367,1,3,1
18-12-2021,03-10-2021,SO60297,215,25120,9,2,1
18-12-2021,06-09-2021,SO60297,385,25120,9,1,1
18-12-2021,01-12-2021,SO60263,478,20923,8,2,2
18-12-2021,01-12-2021,SO60263,215,20923,8,3,1
18-12-2021,09-11-2021,SO60263,589,20923,8,1,1
18-12-2021,30-10-2021,SO60300,215,23397,6,2,1
18-12-2021,27-08-2021,SO60300,578,23397,6,1,1
18-12-2021,05-09-2021,SO60264,232,11851,4,1,1
18-12-2021,27-10-2021,SO60257,223,21053,10,3,2
18-12-2021,16-10-2021,SO60257,232,21053,10,2,1
18-12-2021,20-09-2021,SO60257,583,21053,10,1,1
18-12-2021,29-08-2021,SO60307,538,22297,4,3,3
18-12-2021,27-11-2021,SO60307,529,22297,4,2,2
18-12-2021,15-10-2021,SO60307,215,22297,4,4,1
18-12-2021,03-11-2021,SO60307,605,22297,4,1,1
18-12-2021,01-09-2021,SO60308,479,22258,4,2,2
18-12-2021,26-09-2021,SO60308,604,22258,4,1,1
18-12-2021,11-11-2021,SO60251,466,13263,7,4,3
18-12-2021,28-10-2021,SO60251,478,13263,7,2,2
18-12-2021,30-10-2021,SO60251,356,13263,7,1,1
18-12-2021,13-10-2021,SO60251,477,13263,7,3,1
18-12-2021,27-09-2021,SO60268,530,19642,6,1,2
18-12-2021,01-10-2021,SO60268,215,19642,6,2,1
18-12-2021,21-08-2021,SO60258,485,14957,7,2,3
18-12-2021,30-08-2021,SO60258,472,14957,7,3,1
18-12-2021,11-11-2021,SO60258,598,14957,7,1,1
18-12-2021,21-09-2021,SO60270,528,24929,1,2,2
18-12-2021,23-08-2021,SO60270,535,24929,1,1,2
18-12-2021,12-09-2021,SO60270,215,24929,1,3,1
18-12-2021,29-08-2021,SO60249,485,14426,8,4,2
18-12-2021,12-09-2021,SO60249,528,14426,8,2,2
18-12-2021,05-10-2021,SO60249,362,14426,8,1,1
18-12-2021,26-10-2021,SO60249,537,14426,8,3,1
18-12-2021,27-11-2021,SO60291,352,13464,4,1,1
18-12-2021,19-09-2021,SO60311,479,17272,1,3,2
18-12-2021,28-11-2021,SO60311,477,17272,1,2,1
18-12-2021,01-11-2021,SO60311,580,17272,1,1,1
18-12-2021,13-10-2021,SO60259,214,22666,8,2,1
18-12-2021,11-11-2021,SO60259,596,22666,8,1,1
18-12-2021,04-10-2021,SO60282,538,24842,7,1,3
18-12-2021,22-11-2021,SO60282,480,24842,7,2,2
18-12-2021,05-10-2021,SO60292,480,11516,4,4,2
18-12-2021,06-10-2021,SO60292,528,11516,4,2,2
18-12-2021,26-09-2021,SO60292,362,11516,4,1,1
18-12-2021,24-08-2021,SO60292,537,11516,4,3,1
18-12-2021,12-10-2021,SO60272,478,14119,6,1,2
18-12-2021,25-08-2021,SO60272,477,14119,6,2,1
18-12-2021,08-11-2021,SO60272,488,14119,6,3,1
18-12-2021,09-09-2021,SO60304,223,22232,6,3,2
18-12-2021,27-10-2021,SO60304,477,22232,6,4,2
18-12-2021,02-09-2021,SO60304,479,22232,6,2,2
18-12-2021,17-09-2021,SO60304,576,22232,6,1,1
18-12-2021,02-09-2021,SO60305,223,17123,4,4,2
18-12-2021,16-10-2021,SO60305,477,17123,4,3,2
18-12-2021,25-09-2021,SO60305,479,17123,4,2,2
18-12-2021,21-10-2021,SO60305,584,17123,4,1,1
18-12-2021,04-09-2021,SO60296,220,25115,9,2,1
18-12-2021,15-11-2021,SO60296,387,25115,9,1,1
18-12-2021,29-10-2021,SO60253,535,12006,9,1,3
18-12-2021,22-09-2021,SO60253,480,12006,9,2,2
18-12-2021,05-10-2021,SO60289,478,22050,6,2,3
18-12-2021,12-10-2021,SO60289,477,22050,6,3,2
18-12-2021,07-10-2021,SO60289,480,22050,6,4,2
18-12-2021,18-11-2021,SO60289,592,22050,6,1,1
18-12-2021,11-09-2021,SO60310,215,20187,4,2,1
18-12-2021,21-10-2021,SO60310,385,20187,4,1,1
18-12-2021,03-12-2021,SO60310,464,20187,4,3,1
18-12-2021,08-10-2021,SO60294,223,28382,8,3,2
18-12-2021,03-10-2021,SO60294,215,28382,8,2,1
18-12-2021,18-09-2021,SO60294,572,28382,8,1,1
18-12-2021,10-09-2021,SO60290,477,13894,1,4,2
18-12-2021,28-09-2021,SO60290,478,13894,1,3,2
18-12-2021,21-11-2021,SO60290,485,13894,1,2,2
18-12-2021,24-08-2021,SO60290,214,13894,1,5,1
18-12-2021,29-10-2021,SO60290,358,13894,1,1,1
18-12-2021,22-09-2021,SO60260,220,24583,10,2,1
18-12-2021,06-11-2021,SO60260,223,24583,10,3,1
18-12-2021,23-08-2021,SO60260,377,24583,10,1,1
18-12-2021,28-10-2021,SO60254,223,19566,9,4,3
18-12-2021,21-09-2021,SO60254,477,19566,9,3,3
18-12-2021,29-09-2021,SO60254,478,19566,9,2,2
18-12-2021,19-09-2021,SO60254,485,19566,9,1,2
18-12-2021,24-09-2021,SO60254,232,19566,9,5,1
18-12-2021,20-09-2021,SO60266,541,11331,6,1,2
18-12-2021,10-10-2021,SO60265,529,29253,4,1,2
18-12-2021,25-08-2021,SO60265,215,29253,4,3,1
18-12-2021,12-09-2021,SO60265,462,29253,4,2,1
18-12-2021,10-10-2021,SO60295,215,20225,9,2,1
18-12-2021,12-11-2021,SO60295,375,20225,9,1,1
18-12-2021,30-09-2021,SO60298,480,12246,9,4,2
18-12-2021,01-12-2021,SO60298,528,12246,9,3,2
18-12-2021,05-11-2021,SO60298,535,12246,9,2,2
18-12-2021,14-10-2021,SO60298,597,12246,9,1,1
18-12-2021,12-10-2021,SO60281,477,13675,10,2,2
18-12-2021,25-11-2021,SO60281,478,13675,10,1,2
18-12-2021,25-08-2021,SO60281,214,13675,10,3,1
18-12-2021,26-08-2021,SO60256,480,12459,10,2,2
18-12-2021,06-11-2021,SO60256,358,12459,10,1,1
18-12-2021,19-09-2021,SO60285,220,17167,1,2,1
18-12-2021,19-09-2021,SO60285,580,17167,1,1,1
18-12-2021,03-10-2021,SO60299,479,26575,4,3,3
18-12-2021,09-10-2021,SO60299,477,26575,4,2,2
18-12-2021,21-09-2021,SO60299,214,26575,4,4,1
18-12-2021,24-10-2021,SO60299,229,26575,4,5,1
18-12-2021,23-08-2021,SO60299,567,26575,4,1,1
18-12-2021,13-10-2021,SO60293,528,13435,4,3,2
18-12-2021,20-11-2021,SO60293,220,13435,4,4,1
18-12-2021,28-10-2021,SO60293,356,13435,4,1,1
18-12-2021,24-11-2021,SO60293,537,13435,4,2,1
18-12-2021,25-10-2021,SO60273,475,14291,6,1,1
18-12-2021,03-12-2021,SO60255,477,20402,9,1,2
18-12-2021,04-10-2021,SO60277,477,16899,1,1,2
18-12-2021,01-09-2021,SO60287,477,19659,4,3,2
18-12-2021,09-09-2021,SO60287,478,19659,4,2,2
18-12-2021,21-11-2021,SO60287,480,19659,4,4,1
18-12-2021,27-11-2021,SO60287,598,19659,4,1,1
19-12-2021,21-08-2021,SO60361,354,11811,4,1,1
19-12-2021,12-11-2021,SO60363,220,14381,1,2,1
19-12-2021,19-11-2021,SO60363,360,14381,1,1,1
19-12-2021,10-09-2021,SO60342,529,13758,6,1,3
19-12-2021,28-08-2021,SO60342,486,13758,6,3,1
19-12-2021,18-11-2021,SO60342,540,13758,6,2,1
19-12-2021,27-11-2021,SO60365,528,13453,4,2,2
19-12-2021,28-10-2021,SO60365,214,13453,4,4,1
19-12-2021,11-11-2021,SO60365,356,13453,4,1,1
19-12-2021,08-11-2021,SO60365,537,13453,4,3,1
19-12-2021,01-12-2021,SO60372,462,21326,4,3,3
19-12-2021,07-11-2021,SO60372,215,21326,4,2,1
19-12-2021,20-11-2021,SO60372,387,21326,4,1,1
19-12-2021,02-11-2021,SO60357,480,12513,10,2,2
19-12-2021,29-09-2021,SO60357,538,12513,10,1,2
19-12-2021,08-10-2021,SO60357,486,12513,10,3,1
19-12-2021,06-10-2021,SO60376,223,24190,7,3,3
19-12-2021,24-10-2021,SO60376,214,24190,7,2,1
19-12-2021,03-11-2021,SO60376,564,24190,7,1,1
19-12-2021,05-11-2021,SO60380,482,11450,9,3,2
19-12-2021,11-09-2021,SO60380,220,11450,9,2,1
19-12-2021,30-11-2021,SO60380,576,11450,9,1,1
19-12-2021,02-09-2021,SO60351,539,27936,7,1,2
19-12-2021,28-11-2021,SO60338,528,26514,4,2,2
19-12-2021,31-08-2021,SO60338,535,26514,4,1,2
19-12-2021,21-11-2021,SO60325,529,15721,9,1,2
19-12-2021,25-08-2021,SO60325,539,15721,9,2,2
19-12-2021,29-11-2021,SO60325,487,15721,9,3,1
19-12-2021,02-09-2021,SO60329,529,12672,9,1,2
19-12-2021,05-09-2021,SO60329,486,12672,9,2,1
19-12-2021,02-09-2021,SO60362,223,14288,4,2,2
19-12-2021,08-09-2021,SO60362,485,14288,4,3,2
19-12-2021,01-11-2021,SO60362,354,14288,4,1,1
19-12-2021,04-09-2021,SO60349,480,13785,10,3,2
19-12-2021,08-11-2021,SO60349,529,13785,10,2,2
19-12-2021,22-08-2021,SO60349,540,13785,10,1,1
19-12-2021,26-11-2021,SO60333,528,14948,7,2,2
19-12-2021,10-11-2021,SO60333,535,14948,7,3,2
19-12-2021,01-11-2021,SO60333,220,14948,7,4,1
19-12-2021,11-11-2021,SO60333,598,14948,7,1,1
19-12-2021,27-10-2021,SO60332,530,28931,9,1,2
19-12-2021,21-08-2021,SO60332,480,28931,9,2,1
19-12-2021,17-11-2021,SO60332,486,28931,9,3,1
19-12-2021,21-09-2021,SO60379,586,29062,9,1,1
19-12-2021,03-09-2021,SO60344,466,18983,4,2,2
19-12-2021,23-08-2021,SO60344,475,18983,4,1,1
19-12-2021,02-09-2021,SO60364,485,13447,4,2,2
19-12-2021,23-09-2021,SO60364,215,13447,4,3,1
19-12-2021,15-09-2021,SO60364,360,13447,4,1,1
19-12-2021,03-11-2021,SO60358,481,17153,4,2,2
19-12-2021,26-09-2021,SO60358,220,17153,4,3,1
19-12-2021,06-11-2021,SO60358,581,17153,4,1,1
19-12-2021,18-11-2021,SO60331,480,11987,9,2,3
19-12-2021,10-11-2021,SO60331,529,11987,9,1,2
19-12-2021,04-12-2021,SO60331,486,11987,9,3,1
19-12-2021,31-10-2021,SO60350,464,19505,10,3,3
19-12-2021,04-12-2021,SO60350,529,19505,10,1,2
19-12-2021,02-09-2021,SO60350,539,19505,10,2,2
19-12-2021,21-11-2021,SO60370,528,13104,9,3,2
19-12-2021,22-11-2021,SO60370,214,13104,9,4,1
19-12-2021,06-11-2021,SO60370,354,13104,9,1,1
19-12-2021,07-10-2021,SO60370,537,13104,9,2,1
19-12-2021,15-09-2021,SO60341,480,11223,6,2,2
19-12-2021,06-11-2021,SO60341,538,11223,6,1,2
19-12-2021,26-11-2021,SO60339,541,26262,1,2,3
19-12-2021,14-10-2021,SO60339,530,26262,1,1,2
19-12-2021,22-08-2021,SO60339,220,26262,1,3,1
19-12-2021,22-08-2021,SO60346,462,26085,6,3,2
19-12-2021,26-11-2021,SO60346,528,26085,6,1,2
19-12-2021,27-11-2021,SO60346,214,26085,6,2,1
19-12-2021,05-09-2021,SO60340,223,26475,4,2,2
19-12-2021,01-12-2021,SO60340,538,26475,4,1,2
19-12-2021,02-10-2021,SO60347,480,14593,4,2,2
19-12-2021,23-10-2021,SO60347,528,14593,4,1,1
19-12-2021,08-09-2021,SO60334,477,14978,8,3,3
19-12-2021,08-11-2021,SO60334,478,14978,8,4,3
19-12-2021,03-09-2021,SO60334,485,14978,8,2,3
19-12-2021,04-12-2021,SO60334,488,14978,8,5,1
19-12-2021,30-08-2021,SO60334,598,14978,8,1,1
19-12-2021,23-09-2021,SO60356,541,26402,7,1,2
19-12-2021,23-08-2021,SO60355,480,26887,10,2,2
19-12-2021,08-09-2021,SO60355,529,26887,10,1,2
19-12-2021,22-11-2021,SO60360,485,15362,6,2,3
19-12-2021,13-09-2021,SO60360,215,15362,6,3,1
19-12-2021,05-11-2021,SO60360,362,15362,6,1,1
19-12-2021,31-10-2021,SO60343,477,16800,6,2,3
19-12-2021,20-11-2021,SO60343,478,16800,6,1,2
19-12-2021,13-11-2021,SO60318,223,14207,8,2,2
19-12-2021,05-10-2021,SO60318,214,14207,8,3,1
19-12-2021,03-11-2021,SO60318,356,14207,8,1,1
19-12-2021,02-11-2021,SO60368,477,22578,9,3,3
19-12-2021,21-09-2021,SO60368,479,22578,9,2,2
19-12-2021,22-08-2021,SO60368,584,22578,9,1,1
19-12-2021,10-09-2021,SO60330,529,12682,9,1,2
19-12-2021,22-08-2021,SO60359,480,11886,4,3,2
19-12-2021,25-10-2021,SO60359,485,11886,4,2,2
